decision,reaction ID,genes,spore,mother,name,reaction,reaction_with_names
keep,KAS6,(BSU15900 and BSU11340 and BSU15910 and BSU11330 and BSU11720 and BSU04030) or (BSU15900 and BSU11340 and BSU15910 and BSU10170 and BSU08650 and BSU36370),0.000501621,0,B-ketoacyl synthetase (Iso-C16:0),17.0 h_c + ibcoa_c + 6.0 malcoa_c + 12.0 nadph_c --> 6.0 co2_c + 7.0 coa_c + fa6_c + 5.0 h2o_c + 12.0 nadp_c,17.0 H+ + Isobutyryl-CoA + 6.0 Malonyl CoA C24H33N7O19P3S + 12.0 Nicotinamide adenine dinucleotide phosphate - reduced --> 6.0 CO2 CO2 + 7.0 Coenzyme A + Fatty acid (iso-C16:0) + 5.0 H2O H2O + 12.0 Nicotinamide adenine dinucleotide phosphate
keep,UGT1_BS,BSU21920,0.000405367,0,UDP glucosyltransferase  monoglucosyl ,0.01 12dgr_BS_c + udpg_c --> h_c + 0.01 m12dg_BS_c + udp_c,0.01 1 2 diacylglycerol C3436H6672O500 + UDPglucose --> H+ + 0.01 Monoglucosyl 1 2 diacylglycerol C4036H7672O1000 + UDP C9H11N2O12P2
keep,UGT2_BS,BSU21920,0.000311133,0,UDP glucosyltransferase  triglucosyl ,0.01 12dgr_BS_c + 3.0 udpg_c --> 3.0 h_c + 0.01 t12dg_BS_c + 3.0 udp_c,0.01 1 2 diacylglycerol C3436H6672O500 + 3.0 UDPglucose --> 3.0 H+ + 0.01 Triglucosyl 1 2 diacylglycerol C5236H9672O2000 + 3.0 UDP C9H11N2O12P2
keep,KAS13,(BSU15900 and BSU11340 and BSU15910 and BSU11330 and BSU11720 and BSU04030) or (BSU15900 and BSU11340 and BSU15910 and BSU10170 and BSU08650 and BSU36370),0.000300973,0,B-ketoacyl synthetase (octadecanoate),accoa_c + 23.0 h_c + 8.0 malcoa_c + 16.0 nadph_c --> 8.0 co2_c + 9.0 coa_c + 7.0 h2o_c + 16.0 nadp_c + ocdca_c,Acetyl-CoA + 23.0 H+ + 8.0 Malonyl CoA C24H33N7O19P3S + 16.0 Nicotinamide adenine dinucleotide phosphate - reduced --> 8.0 CO2 CO2 + 9.0 Coenzyme A + 7.0 H2O H2O + 16.0 Nicotinamide adenine dinucleotide phosphate + Octadecanoate (n-C18:0)
keep,TRPt2r,BSU10010,0.000243213,0,L tryptophan reversible transport via proton symport,h_e + trp__L_e --> h_c + trp__L_c,H+ + L-Tryptophan --> H+ + L-Tryptophan
keep,GHMT2r,BSU36900,0.00012229,0.061138396,"Glycine hydroxymethyltransferase, reversible",ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,"L-Serine + 5,6,7,8-Tetrahydrofolate <=> Glycine + H2O H2O + 5,10-Methylenetetrahydrofolate"
keep,MTHFC,BSU24310,0.00012229,0.053947381,Methenyltetrahydrofolate cyclohydrolase,h2o_c + methf_c <=> 10fthf_c + h_c,"H2O H2O + 5,10-Methenyltetrahydrofolate <=> 10-Formyltetrahydrofolate + H+"
keep,MTHFD,BSU24310,0.00012229,0.053947381,Methylenetetrahydrofolate dehydrogenase (NADP),mlthf_c + nadp_c <=> methf_c + nadph_c,"5,10-Methylenetetrahydrofolate + Nicotinamide adenine dinucleotide phosphate <=> 5,10-Methenyltetrahydrofolate + Nicotinamide adenine dinucleotide phosphate - reduced"
keep,TECA1S45,BSU35750 and BSU35760 and BSU35720 and BSU35710 and BSU35700 and BSU35530,0.000113466,0,Glycerol teichoic acid  n45   unlinked  unsubstituted,45.0 cdpglyc_c + uacgam_c + uacmam_c --> 45.0 cmp_c + gtca1_45_BS_c + 46.0 h_c + udp_c + ump_c,45.0 CDPglycerol C12H19N3O13P2 + UDP-N-acetyl-D-glucosamine + UDP-N-acetyl-D-mannosamine --> 45.0 CMP C9H12N3O8P + Glycerol teichoic acid  n45   unlinked  unsubstituted C151H297N2O238P46 + 46.0 H+ + UDP C9H11N2O12P2 + UMP C9H11N2O9P
keep,FACOAL140_ISO,BSU18250 or BSU10360 or BSU28560 or BSU10270,0.000100324,0,Fatty acid  CoA ligase  Iso C140 ,atp_c + coa_c + fa1_c <=> amp_c + fa1coa_c + ppi_c,ATP C10H12N5O13P3 + Coenzyme A + Fatty acid (Iso-C14:0) <=> AMP C10H12N5O7P + Iso C140 CoA C35H58N7O17P3S1 + Diphosphate
keep,KAS1,(BSU15900 and BSU11340 and BSU15910 and BSU11330 and BSU11720 and BSU04030) or (BSU15900 and BSU11340 and BSU15910 and BSU10170 and BSU08650 and BSU36370),0.000100324,0,B-ketoacyl synthetase (Iso-C14:0),14.0 h_c + ibcoa_c + 5.0 malcoa_c + 10.0 nadph_c --> 5.0 co2_c + 6.0 coa_c + fa1_c + 4.0 h2o_c + 10.0 nadp_c,14.0 H+ + Isobutyryl-CoA + 5.0 Malonyl CoA C24H33N7O19P3S + 10.0 Nicotinamide adenine dinucleotide phosphate - reduced --> 5.0 CO2 CO2 + 6.0 Coenzyme A + Fatty acid (Iso-C14:0) + 4.0 H2O H2O + 10.0 Nicotinamide adenine dinucleotide phosphate
keep,TECA3S45,BSU35750 and BSU35760 and BSU35730 and BSU35720 and BSU35710 and BSU35700 and BSU35530,0.0000952,0,Glycerol teichoic acid  n45   unlinked  glucose substituted,45.0 cdpglyc_c + h2o_c + uacgam_c + uacmam_c + 45.0 udpg_c --> 45.0 cmp_c + gtca3_45_BS_c + 91.0 h_c + 46.0 udp_c + ump_c,45.0 CDPglycerol C12H19N3O13P2 + H2O H2O + UDP-N-acetyl-D-glucosamine + UDP-N-acetyl-D-mannosamine + 45.0 UDPglucose --> 45.0 CMP C9H12N3O8P + Glycerol teichoic acid  n45   unlinked  glucose substituted C421H749N2O464P46 + 91.0 H+ + 46.0 UDP C9H11N2O12P2 + UMP C9H11N2O9P
keep,TECA2S45,BSU38500 and BSU38510 and BSU38520 and BSU38530 and BSU35750 and BSU35760 and BSU35720 and BSU35710 and BSU35700 and BSU35530,0.0000735,0,Glycerol teichoic acid  n45   unlinked  D ala substituted,45.0 ala__D_c + 45.0 atp_c + 45.0 cdpglyc_c + 45.0 h2o_c + uacgam_c + uacmam_c --> 45.0 amp_c + 45.0 cmp_c + gtca2_45_BS_c + 91.0 h_c + 45.0 ppi_c + udp_c + ump_c,45.0 D-Alanine + 45.0 ATP C10H12N5O13P3 + 45.0 CDPglycerol C12H19N3O13P2 + 45.0 H2O H2O + UDP-N-acetyl-D-glucosamine + UDP-N-acetyl-D-mannosamine --> 45.0 AMP C10H12N5O7P + 45.0 CMP C9H12N3O8P + Glycerol teichoic acid  n45   unlinked  D ala substituted C286H612N47O328P46 + 91.0 H+ + 45.0 Diphosphate + UDP C9H11N2O12P2 + UMP C9H11N2O9P
keep,CITt10,BSU07610,0.0000331,0,Citrate transport in via Mg complex,cit_e + h_e + mg2_e --> cit_c + h_c + mg2_c,Citrate + H+ + Magnesium --> Citrate + H+ + Magnesium
keep,FBA,BSU39670 or BSU37120,2.30E-05,-0.13321311,Fructose-bisphosphate aldolase,fdp_c <=> dhap_c + g3p_c,"D-Fructose 1,6-bisphosphate <=> Dihydroxyacetone phosphate + Glyceraldehyde 3-phosphate"
keep,CLPNS2_BS,BSU37190 or BSU37240 or BSU36590,0.000023,0,Cardiolipin synthase,0.02 pgly_BS_c --> 0.01 cdlp_BS_c + glyc_c,0.02 Phosphatidylglycerol  B subtils  C3736H7272O1000P100 --> 0.01 Cardiolipin  B subtilis  C7172H13744O1700P200 + Glycerol
keep,FRUK,BSU14390,0.000023,0,Fructose-1-phosphate kinase,atp_c + f1p_c --> adp_c + fdp_c + h_c,"ATP C10H12N5O13P3 + D-Fructose 1-phosphate --> ADP C10H12N5O10P2 + D-Fructose 1,6-bisphosphate + H+"
keep,FOLR2,BSU21810,1.15E-05,-1.15E-05,Folate reductase,fol_c + nadph_c <=> dhf_c + nadp_c,"Folate + Nicotinamide adenine dinucleotide phosphate - reduced <=> 7,8-Dihydrofolate + Nicotinamide adenine dinucleotide phosphate"
keep,23CN2P1,BSU07840,0,0,2  3  cyclic nucleotide 2  phosphodiesterase  2  3  cyclc AMP ,23camp_c + h2o_c <=> 3amp_c + h_c,"2',3'-Cyclic AMP + H2O H2O <=> 3  AMP C10H12N5O7P + H+"
keep,23CN2P2,BSU07840,0,0,2  3  cyclic nucleotide 2  phosphodiesterase  2  3  cyclic UMP ,23cump_c + h2o_c <=> 3ump_c + h_c,"2',3'-Cyclic UMP + H2O H2O <=> 3  UMP C9H11N2O9P + H+"
keep,23CN2P3,BSU07840,0,0,2  3  cyclic nucleotide 2  phosphodiesterase  2  3  cyclic CMP ,23ccmp_c + h2o_c <=> 3cmp_c + h_c,"2',3'-Cyclic CMP + H2O H2O <=> 3  CMP C9H12N3O8P + H+"
keep,23CN2P4,BSU07840,0,0,2  3  cyclic nucleotide 2  phosphodiesterase  2  3   cyclic GMP ,23cgmp_c + h2o_c <=> 3gmp_c + h_c,"2',3'-Cyclic GMP + H2O H2O <=> Guanosine 3  phosphate C10H12N5O8P + H+"
keep,26DPAi,BSU16730 and BSU16740,0,0,Dipicolinate synthase,23dhdp_c + nad_c --> DPA_c + h_c + nadh_c,"2,3-Dihydrodipicolinate + Nicotinamide adenine dinucleotide --> Dipicolinate C7H3NO4 + H+ + Nicotinamide adenine dinucleotide - reduced"
keep,3NUCLE2,BSU07840,0,0,3  nucleotidase  3  UMP ,3ump_c + h2o_c <=> pi_c + uri_c,3  UMP C9H11N2O9P + H2O H2O <=> Phosphate + Uridine
keep,ACACT2r,BSU32830,0,0,Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r),accoa_c + btcoa_c <=> 3ohcoa_c + coa_c,Acetyl-CoA + Butanoyl-CoA <=> 3-Oxohexanoyl-CoA + Coenzyme A
keep,ACACT3r,BSU32830,0,0,Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r),accoa_c + hxcoa_c <=> 3oocoa_c + coa_c,Acetyl-CoA + Hexanoyl-CoA (n-C6:0CoA) <=> 3-Oxooctanoyl-CoA + Coenzyme A
keep,ACACT4r,BSU32830,0,0,Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r),accoa_c + occoa_c <=> 3odcoa_c + coa_c,Acetyl-CoA + Octanoyl-CoA (n-C8:0CoA) <=> 3-Oxodecanoyl-CoA + Coenzyme A
keep,ACACT5r_1,BSU32830,0,0,Acetyl CoA C acyltransferase  decanoyl CoA ,accoa_c + dccoa_c <=> 3oddcoa_c + coa_c,Acetyl-CoA + Decanoyl CoA C31H50N7O17P3S <=> 3-Oxododecanoyl-CoA + Coenzyme A
keep,ACACT6r_1,BSU32830,0,0,Acetyl CoA C acyltransferase  dodecanoyl CoA ,accoa_c + ddcoa_c <=> 3otdcoa_c + coa_c,Acetyl-CoA + Dodecanoyl CoA  n C120CoA  C33H54N7O17P3S <=> 3-Oxotetradecanoyl-CoA + Coenzyme A
keep,ACGK,BSU11210,0,0.006752978,Acetylglutamate kinase,acglu_c + atp_c --> acg5p_c + adp_c,N-Acetyl-L-glutamate + ATP C10H12N5O13P3 --> N-Acetyl-L-glutamyl 5-phosphate + ADP C10H12N5O10P2
keep,ACLDC,BSU36000,0,0.003015303,Acetolactate decarboxylase,alac__S_c + h_c --> actn__R_c + co2_c,(S)-2-Acetolactate + H+ -->  R  Acetoin C4H8O2 + CO2 CO2
keep,ACOTA,BSU11220,0,-0.006752978,Acetylornithine transaminase,acorn_c + akg_c <=> acg5sa_c + glu__L_c,N2-Acetyl-L-ornithine + 2-Oxoglutarate <=> N-Acetyl-L-glutamate 5-semialdehyde + L-Glutamate
keep,ADSS,BSU40420,0,0.02158933,Adenylosuccinate synthase,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,"L-Aspartate + GTP C10H12N5O14P3 + IMP C10H11N4O8P --> N6-(1,2-Dicarboxyethyl)-AMP + GDP C10H12N5O11P2 + 2.0 H+ + Phosphate"
keep,AKGDH,BSU19370 and BSU19360 and BSU14610,0,3.090544173,2-Oxogluterate dehydrogenase,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,2-Oxoglutarate + Coenzyme A + Nicotinamide adenine dinucleotide --> CO2 CO2 + Nicotinamide adenine dinucleotide - reduced + Succinyl-CoA
keep,ANPRT,BSU22670,0,0.002170509,Anthranilate phosphoribosyltransferase,anth_c + prpp_c --> ppi_c + pran_c,Anthranilate + 5-Phospho-alpha-D-ribose 1-diphosphate --> Diphosphate + N-(5-Phospho-D-ribosyl)anthranilate
keep,APATi,BSU14180,0,0.021552367,Tetrahydrodipicolinate acetyltransferase,accoa_c + h2o_c + thdp_c --> acamoxm_c + coa_c,"Acetyl-CoA + H2O H2O + 2,3,4,5-Tetrahydrodipicolinate --> N Acetyl L 2 amino 6 oxopimelate C9H11NO6 + Coenzyme A"
keep,APTA1i,BSU14000,0,0.021552367,Acetyl L L diaminopimelate aminotransferase,acamoxm_c + glu__L_c --> 26dapime_c + akg_c,N Acetyl L 2 amino 6 oxopimelate C9H11NO6 + L-Glutamate --> N6 Acetyl LL 2 6 diaminopimelate C9H15N2O5 + 2-Oxoglutarate
keep,ASAD,BSU16750,0,-0.05861909,Aspartate-semialdehyde dehydrogenase,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,L-Aspartate 4-semialdehyde + Nicotinamide adenine dinucleotide phosphate + Phosphate <=> 4-Phospho-L-aspartate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced
keep,ASNS1,BSU30540 or BSU10790 or BSU39920,0,0.008074218,Asparagine synthase (glutamine-hydrolysing),asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,L-Aspartate + ATP C10H12N5O13P3 + L-Glutamine + H2O H2O --> AMP C10H12N5O7P + L-Asparagine + L-Glutamate + H+ + Diphosphate
keep,ASPCT,BSU15490,0,0.036885337,Aspartate carbamoyltransferase,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,L-Aspartate + Carbamoyl phosphate --> N-Carbamoyl-L-aspartate + H+ + Phosphate
keep,ATPPRT,BSU34920,0,0.003987822,ATP phosphoribosyltransferase,atp_c + prpp_c <=> ppi_c + prbatp_c,ATP C10H12N5O13P3 + 5-Phospho-alpha-D-ribose 1-diphosphate <=> Diphosphate + 1-(5-Phosphoribosyl)-ATP
keep,ATPS4r,BSU36880 and BSU36870 and BSU36860 and BSU36850 and BSU36840 and BSU36830 and BSU36820 and BSU36810 and BSU36800,0,21.1899655,ATP synthase (four protons for one ATP),adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c,ADP C10H12N5O10P2 + 4.0 H+ + Phosphate <=> ATP C10H12N5O13P3 + H2O H2O + 3.0 H+
keep,CAT,BSU08820 or BSU39050 or BSU38630,0,0.025808652,Catalase,2.0 h2o2_c --> 2.0 h2o_c + o2_c,2.0 Hydrogen peroxide --> 2.0 H2O H2O + O2 O2
keep,CBPS,(BSU11230 and BSU11240) or (BSU15510 and BSU15520),0,0.043638315,Carbamoyl-phosphate synthase (glutamine-hydrolysing),2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,2.0 ATP C10H12N5O13P3 + L-Glutamine + H2O H2O + Bicarbonate --> 2.0 ADP C10H12N5O10P2 + Carbamoyl phosphate + L-Glutamate + 2.0 H+ + Phosphate
keep,CHORS,BSU22710,0,0.017092813,Chorismate synthase,3psme_c --> chor_c + pi_c,5-O-(1-Carboxyvinyl)-3-phosphoshikimate --> Chorismate + Phosphate
keep,CS,BSU09440 or BSU29140,0,1.132072746,Citrate synthase,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,Acetyl-CoA + H2O H2O + Oxaloacetate --> Citrate + Coenzyme A + H+
keep,CYOO3,BSU14890 and BSU14900 and BSU14910 and BSU14920,0,12.78368476,Cytochrome c oxidase  He   2 ,2.0 focytcc_c + 6.0 h_c + 0.5 o2_c --> 2.0 ficytcc_c + h2o_c + 4.0 h_e,2.0 Ferrocytochrome c C42H50FeN8O6S2 + 6.0 H+ + 0.5 O2 O2 --> 2.0 Ferricytochrome c C42H50FeN8O6S2 + H2O H2O + 4.0 H+
keep,CYOR3m,BSU22560 and BSU22550 and BSU22540,0,12.78368476,Cytochrome c reductase  menaquinol 7 3 protons ,2.0 ficytcc_c + h_c + mql7_c --> 2.0 focytcc_c + 3.0 h_e + mqn7_c,2.0 Ferricytochrome c C42H50FeN8O6S2 + H+ + Menaquinol 7 C46H66O2 --> 2.0 Ferrocytochrome c C42H50FeN8O6S2 + 3.0 H+ + Menaquinone 7 C46H64O2
keep,CYSTGL,BSU27250,0,0.000956772,Cystathionine g lyase,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,L-Cystathionine + H2O H2O --> 2-Oxobutanoate + L-Cysteine + Ammonium
keep,CYSTS,BSU27260,0,0.000956772,Cystathionine beta synthase,hcys__L_c + ser__L_c --> cyst__L_c + h2o_c,L-Homocysteine + L-Serine --> L-Cystathionine + H2O H2O
keep,DAPDC,BSU23380,0,0.018364526,Diaminopimelate decarboxylase,26dap__M_c + h_c --> co2_c + lys__L_c,"Meso-2,6-Diaminoheptanedioate + H+ --> CO2 CO2 + L-Lysine"
keep,DDPA,BSU29750,0,0.017092813,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,D-Erythrose 4-phosphate + H2O H2O + Phosphoenolpyruvate --> 2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate + Phosphate
keep,DHDPRy,BSU22490,0,0.021552367,Dihydrodipicolinate reductase (NADPH),23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,"2,3-Dihydrodipicolinate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced --> Nicotinamide adenine dinucleotide phosphate + 2,3,4,5-Tetrahydrodipicolinate"
keep,DHDPS,BSU16770,0,0.021552367,Dihydrodipicolinate synthase,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,"L-Aspartate 4-semialdehyde + Pyruvate --> 2,3-Dihydrodipicolinate + 2.0 H2O H2O + H+"
keep,DHQS,BSU22700,0,0.017092813,3-dehydroquinate synthase,2dda7p_c --> 3dhq_c + pi_c,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate --> 3-Dehydroquinate + Phosphate
keep,DURIK1,BSU37060,0,0.001488939,Deoxyuridine kinase (ATP:Deoxyuridine),atp_c + duri_c --> adp_c + dump_c + h_c,ATP C10H12N5O13P3 + Deoxyuridine --> ADP C10H12N5O10P2 + DUMP C9H11N2O8P + H+
keep,FACOAL160,BSU10270 or BSU10360 or BSU18250 or BSU28560,0,0,Fatty acid  CoA ligase  hexadecanoate ,atp_c + coa_c + hdca_c <=> amp_c + pmtcoa_c + ppi_c,ATP C10H12N5O13P3 + Coenzyme A + Hexadecanoate (n-C16:0) <=> AMP C10H12N5O7P + Palmitoyl-CoA (n-C16:0CoA) + Diphosphate
keep,FACOAL161,BSU28560 or BSU10270 or BSU10360 or BSU18250,0,0,Fatty acid  CoA ligase  hexadecenoate ,atp_c + coa_c + hdcea_c <=> amp_c + hdcoa_c + ppi_c,ATP C10H12N5O13P3 + Coenzyme A + Hexadecenoate (n-C16:1) <=> AMP C10H12N5O7P + Hexadecenoyl-CoA (n-C16:1CoA) + Diphosphate
keep,FACOAL161_ISO,BSU28560 or BSU18250 or BSU10270 or BSU10360,0,0,Fatty acid  CoA ligase  Iso C161 ,atp_c + coa_c + fa5_c <=> amp_c + fa5coa_c + ppi_c,ATP C10H12N5O13P3 + Coenzyme A + Fatty acid (Iso-C16:1) <=> AMP C10H12N5O7P + Iso C161 CoA C37H60N7O17P3S1 + Diphosphate
keep,FACOAL171_anteiso,BSU10270 or BSU10360 or BSU18250 or BSU28560,0,0,Fatty acid  CoA ligase  anteiso C171 ,atp_c + coa_c + fa10_c <=> amp_c + fa10coa_c + ppi_c,ATP C10H12N5O13P3 + Coenzyme A + Fatty acid (Anteiso-C17:1) <=> AMP C10H12N5O7P + Anteiso C171 CoA C38H62N7O17P3S1 + Diphosphate
keep,FACOAL171_ISO,BSU10270 or BSU10360 or BSU18250 or BSU28560,0,0,Fatty acid  CoA ligase  Iso C171 ,atp_c + coa_c + fa9_c <=> amp_c + fa9coa_c + ppi_c,ATP C10H12N5O13P3 + Coenzyme A + Fatty acid (Iso-C17:1) <=> AMP C10H12N5O7P + Iso C171 CoA C38H62N7O17P3S1 + Diphosphate
keep,FACOAL181,BSU18250 or BSU10270 or BSU10360 or BSU28560,0,0,Fatty acid  CoA ligase  octadecenoate ,atp_c + coa_c + ocdcea_c <=> amp_c + odecoa_c + ppi_c,ATP C10H12N5O13P3 + Coenzyme A + Octadecenoate (n-C18:1) <=> AMP C10H12N5O7P + Octadecenoyl-CoA (n-C18:1CoA) + Diphosphate
keep,FBP,BSU40190,0,0.13321311,Fructose-bisphosphatase,fdp_c + h2o_c --> f6p_c + pi_c,"D-Fructose 1,6-bisphosphate + H2O H2O --> D-Fructose 6-phosphate + Phosphate"
keep,FMNAT,BSU16670,0,1.03E-08,FMN adenylyltransferase,atp_c + fmn_c + h_c <=> fad_c + ppi_c,ATP C10H12N5O13P3 + FMN C17H19N4O9P + H+ <=> Flavin adenine dinucleotide oxidized + Diphosphate
keep,FOLD3,BSU00770,0,1.15E-05,Dihydropteroate synthase,2ahhmd_c + 4abz_c --> dhpt_c + ppi_c,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine diphosphate C7H8N5O8P2 + 4-Aminobenzoate --> Dihydropteroate + Diphosphate
keep,FUM,BSU33040,0,3.151293388,Fumarase,fum_c + h2o_c <=> mal__L_c,Fumarate + H2O H2O <=> L-Malate
keep,G5SD,BSU13130,0,0.007422498,Glutamate-5-semialdehyde dehydrogenase,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,L-Glutamate 5-phosphate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced --> L-Glutamate 5-semialdehyde + Nicotinamide adenine dinucleotide phosphate + Phosphate
keep,GAPDi_nadp,BSU29020,0,0.82199569,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),13dpg_c + h_c + nadph_c --> g3p_c + nadp_c + pi_c,3-Phospho-D-glyceroyl phosphate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced --> Glyceraldehyde 3-phosphate + Nicotinamide adenine dinucleotide phosphate + Phosphate
keep,GARFT,BSU06510,0,0.016852544,Phosphoribosylglycinamide formyltransferase,10fthf_c + gar_c --> fgam_c + h_c + thf_c,"10-Formyltetrahydrofolate + N1-(5-Phospho-D-ribosyl)glycinamide --> N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide + H+ + 5,6,7,8-Tetrahydrofolate"
keep,GART,BSU02230,0,0.015554363,GAR transformylase-T,atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,ATP C10H12N5O13P3 + Formate + N1-(5-Phospho-D-ribosyl)glycinamide --> ADP C10H12N5O10P2 + N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide + H+ + Phosphate
keep,GF6PTA,BSU01780,0,0.039378859,Glutamine-fructose-6-phosphate transaminase,f6p_c + gln__L_c --> gam6p_c + glu__L_c,D-Fructose 6-phosphate + L-Glutamine --> D-Glucosamine 6-phosphate + L-Glutamate
keep,GLU5K,BSU13120 or BSU18470,0,0.007422498,Glutamate 5-kinase,atp_c + glu__L_c --> adp_c + glu5p_c,ATP C10H12N5O13P3 + L-Glutamate --> ADP C10H12N5O10P2 + L-Glutamate 5-phosphate
keep,GLUPRT,BSU06490,0,0.032406908,Glutamine phosphoribosyldiphosphate amidotransferase,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,L-Glutamine + H2O H2O + 5-Phospho-alpha-D-ribose 1-diphosphate --> L-Glutamate + Diphosphate + 5-Phospho-beta-D-ribosylamine
keep,GLUR,BSU26810 or BSU28390,0,-0.00318784,Glutamate racemase,glu__D_c <=> glu__L_c,D-Glutamate <=> L-Glutamate
keep,GLUt2r,BSU10220 or BSU02340,0,2,L glutamate transport via proton symport  reversible,glu__L_e + h_e --> glu__L_c + h_c,L-Glutamate + H+ --> L-Glutamate + H+
keep,GLXO1,BSU19310 or BSU38830 or BSU39860,0,0.014731935,Glyoxylate oxidase,glx_c + h2o_c + nad_c --> 2.0 h_c + nadh_c + oxa_c,Glyoxylate + H2O H2O + Nicotinamide adenine dinucleotide --> 2.0 H+ + Nicotinamide adenine dinucleotide - reduced + Oxalate
keep,GLYO1,BSU11670,0,0.014720444,Glycine oxidase,gly_c + h2o_c + o2_c --> glx_c + h2o2_c + nh4_c,Glycine + H2O H2O + O2 O2 --> Glyoxylate + Hydrogen peroxide + Ammonium
keep,GMPS2,BSU06360,0,0.014805399,GMP synthase,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,ATP C10H12N5O13P3 + L-Glutamine + H2O H2O + Xanthosine 5'-phosphate --> AMP C10H12N5O7P + L-Glutamate + GMP C10H12N5O8P + 2.0 H+ + Diphosphate
keep,HISTD,BSU34910,0,0.003987822,Histidinol dehydrogenase,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,H2O H2O + L-Histidinol + 2.0 Nicotinamide adenine dinucleotide --> 3.0 H+ + L-Histidine + 2.0 Nicotinamide adenine dinucleotide - reduced
keep,HISTP,BSU29620,0,0.003987822,Histidinol-phosphatase,h2o_c + hisp_c --> histd_c + pi_c,H2O H2O + L-Histidinol phosphate --> L-Histidinol + Phosphate
keep,HSK,BSU32240,0,0.019310713,Homoserine kinase,atp_c + hom__L_c --> adp_c + h_c + phom_c,ATP C10H12N5O13P3 + L-Homoserine --> ADP C10H12N5O10P2 + H+ + O-Phospho-L-homoserine
keep,IGPDH_1,BSU34900,0,0.003987822,Imidazoleglycerol phosphate dehydratase,eig3p_c + h_c --> h2o_c + imacp_c,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate + H+ --> H2O H2O + 3-(Imidazol-4-yl)-2-oxopropyl phosphate
keep,IGPS,BSU22660,0,0.002170509,Indole-3-glycerol-phosphate synthase,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate + H+ --> C'-(3-Indolyl)-glycerol 3-phosphate + CO2 CO2 + H2O H2O
keep,ILETA,BSU02390 or BSU38550,0,-0.012053935,Isoleucine transaminase,akg_c + ile__L_c <=> 3mop_c + glu__L_c,2-Oxoglutarate + L-Isoleucine <=> (S)-3-Methyl-2-oxopentanoate + L-Glutamate
keep,IMPC,BSU06520,0,-0.036394729,IMP cyclohydrolase,h2o_c + imp_c <-- fprica_c,H2O H2O + IMP C10H11N4O8P <-- 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
keep,IMPD,BSU00090,0,0.014805399,IMP dehydrogenase,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,H2O H2O + IMP C10H11N4O8P + Nicotinamide adenine dinucleotide --> H+ + Nicotinamide adenine dinucleotide - reduced + Xanthosine 5'-phosphate
keep,IPMD,BSU28270,0,0.020810599,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,3-Carboxy-2-hydroxy-4-methylpentanoate + Nicotinamide adenine dinucleotide --> 3-Carboxy-4-methyl-2-oxopentanoate + H+ + Nicotinamide adenine dinucleotide - reduced
